runtype,seed.meta,ought.valid,ought.errtype,check.noerrors,check.validoutput,errmess
simplescenarios,53382,TRUE,0,TRUE,FALSE,NA
simplescenarios,53382,FALSE,1,TRUE,FALSE,NA
simplescenarios,53382,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,53382,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,53382,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,53382,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,53382,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,53382,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,53382,FALSE,8,TRUE,FALSE,NA
simplescenarios,53382,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,53382,FALSE,10,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,53382,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,53382,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,53382,FALSE,18,TRUE,FALSE,NA
simplescenarios,53382,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,53382,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,84341,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,84341,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult[i; : number of items to replace is not a multiple of replacement length
simplescenarios,84341,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,84341,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,84341,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,84341,FALSE,10,FALSE,FALSE,Error in inputs$demobase.prod[i; ]: subscript out of bounds
simplescenarios,84341,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,84341,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,84341,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,84341,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,84341,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,84341,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,84341,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,84341,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,84341,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,84341,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,85223,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,85223,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,85223,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,85223,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,85223,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,85223,FALSE,10,FALSE,FALSE,Error in out[ids; idp; 1] <- prod: number of items to replace is not a multiple of replacement length
simplescenarios,85223,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,85223,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,85223,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,85223,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,85223,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,85223,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,85223,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,85223,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,85223,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,85223,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult[i; : number of items to replace is not a multiple of replacement length
simplescenarios,44574,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,10,FALSE,FALSE,Error in inputs$demobase.prod[i; ]: subscript out of bounds
simplescenarios,44574,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,44574,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,44574,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,44574,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,44574,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,44574,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,44574,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,44574,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,44574,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,42394,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,42394,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,42394,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,42394,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,42394,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,42394,FALSE,10,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,42394,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,42394,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,42394,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,42394,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,42394,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,TRUE,0,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,41823,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,41823,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,41823,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,41823,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,FALSE,8,TRUE,TRUE,NA
simplescenarios,41823,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,41823,FALSE,10,FALSE,FALSE,Error in out[ids; idp; 1] <- prod: number of items to replace is not a multiple of replacement length
simplescenarios,41823,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,41823,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,41823,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,41823,FALSE,14,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,41823,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,41823,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,41823,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,41823,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,41823,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,41823,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
simplescenarios,59714,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; nd; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,59714,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,10,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,59714,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,12,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,13,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,14,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
simplescenarios,59714,FALSE,16,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,17,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,59714,FALSE,18,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
simplescenarios,59714,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,59714,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,1,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult[i; : number of items to replace is not a multiple of replacement length
simplescenarios,29841,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,FALSE,4,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,FALSE,8,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,9,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,10,FALSE,FALSE,Error in inputs$demobase.prod[i; ]: subscript out of bounds
simplescenarios,29841,FALSE,11,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,29841,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,29841,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,29841,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,29841,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,29841,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,29841,FALSE,18,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Invalid survival probabilities simulated!
simplescenarios,29841,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,29841,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,TRUE,0,TRUE,TRUE,NA
simplescenarios,55921,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,55921,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult[i; : number of items to replace is not a multiple of replacement length
simplescenarios,55921,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,55921,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,FALSE,8,TRUE,TRUE,NA
simplescenarios,55921,FALSE,9,TRUE,FALSE,NA
simplescenarios,55921,FALSE,10,FALSE,FALSE,Error in inputs$demobase.prod[i; ]: subscript out of bounds
simplescenarios,55921,FALSE,11,FALSE,FALSE,Error in ntot[; ic; ; j; drop = FALSE]: subscript out of bounds
simplescenarios,55921,FALSE,12,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,55921,FALSE,13,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,55921,FALSE,14,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,55921,FALSE,15,FALSE,FALSE,Error in year.first:output.year.end: result would be too long a vector
simplescenarios,55921,FALSE,16,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,55921,FALSE,17,FALSE,FALSE,Error in if (max(frot) > 1e+08) {: missing value where TRUE/FALSE needed
simplescenarios,55921,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,55921,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,55921,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,TRUE,0,TRUE,FALSE,NA
simplescenarios,18509,FALSE,1,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,18509,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,18509,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
simplescenarios,18509,FALSE,5,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,FALSE,6,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,FALSE,7,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,FALSE,8,TRUE,FALSE,NA
simplescenarios,18509,FALSE,9,FALSE,FALSE,Error in inits.burned(nbyage.burned = nbyage.burned; inipop.totals = inipop.totals): Error! Zero values during burn-in...
simplescenarios,18509,FALSE,10,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,11,FALSE,FALSE,Error in ru.base[j; tt; ; ; drop = FALSE]: subscript out of bounds
simplescenarios,18509,FALSE,12,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,13,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,14,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,15,FALSE,FALSE,Error in nbyage[i; j; inipop.relyears[j]; ; a] <- inipop.counts[a; ; j]: NAs are not allowed in subscripted assignments
simplescenarios,18509,FALSE,16,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,17,FALSE,FALSE,Error in eigen(mmat): infinite or missing values in 'x'
simplescenarios,18509,FALSE,18,FALSE,FALSE,Error in ests[1; 1:2] <- fn.mom.con(c(prod.mn/mbs; prod.sd/mbs)): replacement has length zero
simplescenarios,18509,FALSE,19,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,18509,FALSE,20,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,31401,TRUE,0,FALSE,FALSE,Error in leslie.update(demobase.ests = demobase.ests[j; ; ]; nbyage.prev = nbyage.prev; : Population size explosion - will lead to numerical overflow
simplescenarios,31401,FALSE,1,FALSE,FALSE,Error in out[1] <- mbs * fn.pred.con(pars = as.numeric(c(ests[1; ])); : replacement has length zero
simplescenarios,31401,FALSE,2,FALSE,FALSE,Error in demobase.vals[i; j + 1; ] <- as.numeric(c(inputs$demobase.survadult)): number of items to replace is not a multiple of replacement length
simplescenarios,31401,FALSE,3,FALSE,FALSE,Error in demomods$es[[zi]]: attempt to select less than one element in get1index
simplescenarios,31401,FALSE,4,FALSE,FALSE,Error in !model.demostoch: invalid argument type
